#subject	variable	frenchUnity	englishUnity	frenchDescription	englishDescription		
SafeTree	crownRadiusTreeLine	m	m	Rayon du houppier sur la ligne d'arbres	Crown radius on tree line		
SafeTree	crownRadiusVertical	m	m	Rayon du houppier vertical 	Vertical crown radius		
SafeTree	crownVolume	m3	m3	Volume du houppier	Crown volume		
SafeTree	dbh	cm	cm	Diamètre de l'arbre à hauteur de poitrine	tree diameter at breast height		
SafeTree	diffuseParIntercepted	Moles	Moles	Rayonnement PAR diffus intercepté	diffuse PAR intercepted		
SafeTree	directParIntercepted	Moles	Moles	Rayonnement PAR direct intercepté	direct PAR intercepted		
SafeTree	evaporatedRain	l	liters	Eau de pluie évaporée	Water evaporated rain		
SafeTree	evaporationaq	l	liters	Eau évaporée	Water evaporated aq		
SafeTree	globalRadIntercepted	MJ	MJ	Rayonnement global intercepté (PAR + NIR)	global radiation intercepted		
SafeTree	height	m	m	Hauteur de l'arbre	tree height		
SafeTree	infraRedIntercepted	W	W	Rayonnement infra-rouge intercepté (thermique)	Infra red radiation intercepted (long-wave)		
SafeTree	interceptedRain	litres	liters	Eau de pluie interceptée	Water intercepted rain		
SafeTree	leafArea	m2	m2	Surface foliaire	Leaf area		
SafeTree	leafAreaMax	m2	m2	Surface foliaire max	Leaf area max		
SafeTree	lfrRatio	-	-	ratio feuilles / racines fines	leaf/fine roots ratio		
